clae6,clae6_desc
12200,"Cultivo de frutas cítricas (Incluye bergamota, lima, limón, mandarina, naranja, pomelo, kinoto, etc.)"
202200,"Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas"
13013,"Producción de semillas de hortalizas y legumbres, flores y plantas ornamentales y árboles frutales "
12701,Cultivo de yerba mate
479101,Venta al por menor por internet
641942,Servicios de intermediación financiera realizada por sociedades de ahorro y préstamo para la vivienda y otros inmuebles
721020,Investigación  y desarrollo experimental en el campo de las ciencias médicas
106120,Preparación de arroz
191000,Fabricación de productos de hornos de coque
259302,Fabricación de artículos de cuchillería y utensillos de mesa y de cocina
282200,Fabricación de máquinas herramienta
329040,"Fabricación de equipo de protección y seguridad, excepto calzado"
110290,Elaboración de sidra y otras bebidas alcohólicas fermentadas
239310,Fabricación de artículos sanitarios de cerámica
31200,Pesca continental: fluvial y lacustre
452600,"Reparación y pintura de carrocerías, colocación y reparación de guardabarros y protecciones exteriores"
453100,"Venta al por mayor de partes, piezas y accesorios de vehículos automotores"
463300,Venta al por mayor de cigarrillos y productos de tabaco
466121,Fraccionamiento y distribución de gas licuado
471130,"Venta al por menor en minimercados (Incluye mercaditos, autoservicios y establecimientos similares que vendan carnes, verduras y demás productos alimenticios en forma conjunta)"
472171,Venta al por menor de pan y productos de panadería
472200,Venta al por menor de bebidas en comercios especializados
475120,"Venta al por menor de confecciones para el hogar (Incluye la venta al por menor de sábanas, toallas, mantelería, cortinas confeccionadas, colchas, cubrecamas, etc.)"
475420,Venta al por menor de colchones y somieres
475430,Venta al por menor de artículos de iluminación
477190,Venta al por menor de prendas y accesorios de vestir n.c.p.
477470,"Venta al por menor de productos veterinarios, animales domésticos y alimento balanceado para mascotas"
492229,Servicio de transporte automotor de mercaderías a granel n.c.p.
492280,Servicio de transporte automotor urbano de carga n.c.p. (Incluye el transporte realizado por fleteros y distribuidores dentro del égido urbano)
561020,"Servicios de preparación de comidas para llevar (Incluye rotiserías, casas de empanadas, pizzerías sin consumo en el local) "
611090,"Servicios de telefonía fija, excepto locutorios"
619000,Servicios de telecomunicaciones n.c.p. (Incluye el servicio de pagers)
691001,Servicios jurídicos
791100,Servicios minoristas de agencias de viajes
862110,"Servicios de  consulta médica (Incluye las actividades de establecimientos sin internación o cuyos servicios se desarrollen en unidades independientes a las de internación: consultorios médicos, servicios de medicina laboral)"
869010,"Servicios de rehabilitación física (Incluye actividades de profesionales excepto médicos: kinesiólogos, fisiatras, etc.)"
107999,"Elaboración de productos alimenticios n.c.p. (Incluye la elaboración de polvos para preparar postres y gelatinas, levadura, productos para copetín, sopas, sal de mesa, mayonesa, mostaza, etc.)"
201220,Fabricación de biocombustibles excepto alcohol
281301,"Fabricación de compresores, grifos y válvulas"
282500,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco"
331210,Reparación y mantenimiento de maquinaria de uso general
431210,"Movimiento de suelos y preparación de terrenos para obras (Incluye el drenaje, excavación de zanjas para construcciones diversas, el despeje de capas superficiales no contaminadas, movimientos de tierras para hacer terraplenes o desmontes previos a la construcción de vías, carreteras, autopistas, FFCC, etc.)"
591300,Exhibición de filmes y videocintas
103012,"Elaboración y envasado de dulces, mermeladas y jaleas"
151100,Curtido y terminación de cueros
162909,"Fabricación de productos de madera n.c.p, fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)"
453292,"Venta al por menor de partes, piezas y accesorios usados n.c.p."
464920,Venta al por mayor de materiales y productos de limpieza
11111,Cultivo de arroz
107500,"Elaboración de comidas preparadas para reventa (Incluye la elaboración de comidas preparadas para reventa en supermercados, kioscos, cafeterías, etc.)"
370000,"Servicios de depuración de aguas residuales, alcantarillado y cloacas"
381200,"Recolección, transporte, tratamiento y disposición final de residuos peligrosos"
466310,"Venta al por mayor de aberturas (Incluye puertas, ventanas, cortinas de enrollar, madera, aluminio, puertas corredizas, frentes de placard, etc.)"
853201,Enseñanza universitaria excepto formación de posgrado
101040,"Matanza de ganado excepto el bovino y procesamiento de su carne (Incluye ganado ovino, porcino, equino, etc.) "
791200,Servicios mayoristas de agencias de viajes
11990,Cultivos temporales ncp
12490,"Cultivo de frutas n.c.p. (Incluye kiwi, arándanos, mora, grosella, etc.)"
271020,Fabricación de aparatos de distribución y control de la energía eléctrica
162901,Fabricación de ataúdes
266010,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)"
274000,Fabricación de lámparas eléctricas y equipo de iluminación
275020,"Fabricación de heladeras, freezers, lavarropas y secarropas"
324000,Fabricación de juegos y juguetes
492130,Servicio de transporte escolar (Incluye el servicio de transporte para colonias de vacaciones y clubes)
842500,Servicios de protección civil
281500,"Fabricación de hornos, hogares y quemadores"
501100,Servicio de transporte marítimo de pasajeros
141110,"Confección de ropa interior, prendas para dormir y para la playa"
231010,Fabricación de envases de vidrio
352010,Fabricación de gas y procesamiento de gas natural
479109,"Venta al por menor por correo, televisión y otros medios de comunicación n.c.p."
530090,"Servicios de mensajerías (Incluye servicios puerta a puerta de correo y mensajería, comisionistas de encomiendas, transporte de documentos  realizados por empresas no sujetas a la obligación de servicio universal)"
639900,Servicios de información n.c.p.
643001,Servicios de fideicomisos
653000,"Administración de fondos de pensiones, excepto la seguridad social obligatoria"
774000,Arrendamiento y gestión de bienes intangibles no financieros
107992,Elaboración de vinagres
12600,"Cultivo de frutos oleaginosos (Incluye el cultivo de olivo, coco, palma, etc.)"
14720,Producción de pelos de ganado n.c.p.
453220,Venta al por menor de baterías
461019,Venta al por mayor en comisión o consignación de productos agrícolas n.c.p.
463170,Venta al por mayor de alimentos balanceados para animales
471120,Venta al por menor en supermercados
475300,"Venta al por menor  de electrodomésticos, artefactos para el hogar y equipos de audio y video"
477140,Venta al por menor de indumentaria deportiva
477310,Venta al por menor de productos farmacéuticos y de herboristería
477410,Venta al por menor de artículos de óptica y fotografía
477430,Venta al por menor de bijouterie y fantasía
524120,Servicios  de playas de estacionamiento y garajes
561011,Servicios de restaurantes y cantinas sin espectáculo
813000,Servicios de jardinería y mantenimiento de espacios verdes
841100,"Servicios generales de la Administración Pública (Incluye el desempeño de funciones ejecutivas y legislativas de administración por parte de las entidades de la administración central, regional y local, la administración y supervisión de asuntos fiscales, la aplicación del presupuesto y la gestión de los fondos públicos y la deuda pública, la gestión administrativa de servicios estadísticos y sociológicos y de planificación social y económica a distintos niveles de la administración)"
841900,"Servicios auxiliares para los servicios generales de la Administración Pública (Incluye las actividades de servicios generales y de personal, la administración, dirección y apoyo de servicios generales, compras y suministros, etc. )"
920009,Servicios relacionados con juegos de azar y apuestas n.c.p.
931020,"Explotación de instalaciones deportivas, excepto clubes"
960201,Servicios de peluquería
105090,"Elaboración de productos lácteos n.c.p. (Incluye la producción de caseínas, manteca, postres, etc., cuando no son obtenidos e forma integrada con la producción de leche)"
259999,Fabricación de productos elaborados de metal n.c.p.
271010,"Fabricación de motores, generadores y transformadores eléctricos"
292000,"Fabricación de carrocerías para vehículos automotores, fabricación de remolques y semirremolques"
410021,"Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y reparación de restaurantes, bares, campamentos, bancos, oficinas, galerías comerciales, estaciones de servicio, edificios para tráfico y comunicaciones, garajes, edificios industriales y depósitos, escuelas, etc.)"
429090,"Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria,  de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.)"
12510,Cultivo de caña de azúcar
22010,"Extracción de productos forestales de bosques cultivados (Incluye tala de árboles, desbaste de troncos y producción de madera en bruto, leña, postes)"
89900,"Explotación de minas y canteras n.c.p. (Incluye amianto, cuarzo, diatomita, piedra pómez, ágata, agua marina, amatista, cristal de roca, rodocrosita, topacio, corindón, feldespato, mica, zeolita, perlita, granulado volcánico, puzolana, toba, talco, vermiculita, tosca, grafito, etc.)"
106131,Elaboración de alimentos a base de cereales
21010,Plantación de bosques
329030,"Fabricación de carteles, señales e indicadores  -eléctricos o no-"
464149,"Venta al por mayor de artículos de marroquinería,  paraguas y productos similares n.c.p."
477820,"Venta al por menor de libros, revistas y similares usados"
561012,Servicios de restaurantes y cantinas con espectáculo
841200,"Servicios para la regulación de las actividades sanitarias, educativas, culturales, y restantes servicios sociales, excepto seguridad social obligatoria (Incluye  la gestión administrativa de programas destinados a mejorar el bienestar de los ciudadanos) "
960102,"Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco"
854930,"Enseñanza para adultos, excepto discapacitados"
141130,Confección de prendas de vestir para bebés y niños
89300,Extracción de sal
661910,Servicios bursátiles de mediación o por cuenta de terceros (Incluye la actividad de agentes y sociedades de bolsa)
162300,Fabricación de recipientes de madera
811000,Servicio combinado de apoyo a edificios
89200,Extracción y aglomeración de turba (Incluye la producción de turba utilizada como corrector de suelos)
120099,Elaboración de productos de tabaco n.c.p.
201401,Fabricación de resinas y cauchos sintéticos
239100,Fabricación de productos de cerámica refractaria
522091,Servicios de usuarios directos de zona franca
642000,Servicios de sociedades de cartera
32000,"Explotación de criaderos de peces, granjas piscícolas y otros frutos acuáticos  (acuicultura)"
221110,Fabricación de cubiertas y cámaras
466910,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos textiles"
281100,"Fabricación  de  motores  y  turbinas,  excepto  motores  para aeronaves, vehículos automotores   y motocicletas"
464142,"Venta al por mayor de suelas y afines (Incluye talabarterías, artículos regionales de cuero, almacenes de suelas, etc.)"
281400,"Fabricación de cojinetes, engranajes, trenes de engranaje y piezas de transmisión"
162903,Fabricación de productos de corcho
651320,Servicios de cajas de previsión social pertenecientes a asociaciones profesionales
353001,Suministro de vapor y aire acondicionado
432990,Instalaciones para edificios y obras de ingeniería civil n.c.p. (Incluye instalación de puertas automáticas o giratorias)
452220,"Reparación de amortiguadores,  alineación de dirección y balanceo de ruedas "
463160,"Venta al por mayor de chocolates, golosinas y productos para kioscos y polirrubros n.c.p., excepto cigarrillos"
464150,Venta al por mayor de uniformes y ropa de trabajo
464940,"Venta al por mayor de bicicletas y rodados similares (Incluye cochecitos y sillas de paseo para bebés, andadores, triciclos, etc.)"
466200,Venta al por mayor de metales y minerales metalíferos
466350,Venta al por mayor de cristales y espejos
466360,"Venta al por mayor de artículos para plomería, instalación de gas y calefacción"
466931,Venta al por mayor de artículos de plástico
473000,Venta al por menor de combustible para vehículos automotores y motocicletas (Incluye la venta al por menor de productos lubricantes y refrigerantes)
477440,"Venta al por menor de flores, plantas, semillas, abonos, fertilizantes y otros productos de vivero "
492190,Servicio de transporte automotor de pasajeros n.c.p.
522099,Servicios de almacenamiento y depósito n.c.p.
771210,"Alquiler de equipo de transporte para vía acuática, sin operarios ni tripulación"
16112,"Servicios de pulverización, desinfección y fumigación terrestre"
16190,"Servicios de apoyo agrícolas n.c.p (Incluye  explotación de sistemas de riego, injertos de plantas, construcción y plantación de almácigos, alquiler de colmenas, etc.), (No incluye mantenimiento de jardines, parques y cementerios: actividad 813000, planificación y diseño paisajista: actividad 711009)"
251101,Fabricación de carpintería metálica
310010,"Fabricación de muebles y partes de muebles, principalmente de madera"
310020,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)"
310030,Fabricación de somieres y colchones
139204,Fabricación de bolsas de materiales textiles para productos a granel
107420,Elaboración de pastas alimentarias secas
239510,Fabricación de mosaicos
360020,"Captación, depuración y distribución de agua de fuentes superficiales"
464222,Venta al por mayor de envases de papel y cartón
110212,Elaboración de vinos (Incluye el fraccionamiento)
202312,Fabricación de jabones y detergentes
452700,Instalación y reparación de caños de escape y radiadores
465340,"Venta al por mayor de máquinas, equipos e implementos de uso en imprentas, artes gráficas y actividades conexas (Incluye venta de máquinas fotocopiadoras - excepto las de uso personal-, copiadoras de planos, máquinas para imprimir, guillotinar, troquelar, encuadernar, etc.)"
477810,Venta al por menor de muebles usados
492210,Servicios de mudanza (Incluye servicios de guardamuebles)
101091,Fabricación de aceites y grasas de origen animal
170990,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija:  239900)
259200,Tratamiento y revestimiento de metales y trabajos de metales en general
106200,"Elaboración de almidones y productos derivados del almidón, molienda húmeda de maíz (Incluye la elaboración de glucosa y gluten)"
102001,"Elaboración de pescados de mar, crustáceos y  productos marinos "
152011,"Fabricación de calzado de cuero, excepto calzado deportivo y ortopédico "
282901,Fabricación de maquinaria para la industria del papel y las artes gráficas
331290,Reparación y mantenimiento de maquinaria de uso especial n.c.p.
12121,Cultivo de uva de mesa
107991,"Elaboración de extractos, jarabes y concentrados"
139300,Fabricación de tapices y alfombras
210020,Fabricación de medicamentos de uso veterinario
275010,"Fabricación de cocinas, calefones, estufas y calefactores no eléctricos"
291000,Fabricación de vehículos automotores (Incluye la fabricación de motores para automotores)
465330,"Venta al por mayor de máquinas, equipos e implementos de uso en la fabricación de textiles, prendas y accesorios de vestir, calzado, artículos de cuero y marroquinería (Incluye venta de máquinas de coser, de cortar tejidos, de tejer, extender telas, robots de corte y otros equipos para la industria textil y confeccionista, etc.)"
591200,Distribución de filmes y videocintas
661121,Servicios de mercados a término
661991,Servicios de envio y recepción de fondos desde y hacia el exterior
749003,Servicios de representación e intermediación de deportistas profesionales
900021,"Composición y representación de obras teatrales, musicales y artísticas (Incluye a compositores, actores, músicos, conferencistas, pintores, artistas plásticos etc.) "
910300,"Servicios de jardines botánicos, zoológicos y de parques nacionales"
949200,Servicios de organizaciones políticas
952920,Reparación de relojes y joyas. Relojerías
282600,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros"
120091,Elaboración de cigarrillos
453291,"Venta al por menor de partes, piezas y accesorios nuevos n.c.p."
463199,"Venta al por mayor de productos alimenticios n.c.p. (Incluye la venta de miel y derivados, productos congelados,  etc.)"
465310,"Venta al por mayor de máquinas, equipos e implementos de uso en los sectores agropecuario, jardinería, silvicultura, pesca y caza (Incluye venta de tractores, cosechadoras, enfardadoras, remolques de carga y descarga automática, motosierras, cortadoras de césped autopropulsadas, etc.)"
466391,"Venta al por mayor de artículos de loza, cerámica y porcelana de uso en construcción"
466939,"Venta al por mayor de productos intermedios, desperdicios y desechos de vidrio, caucho, goma y químicos n.c.p."
471190,"Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p."
475250,Venta al por menor de artículos para plomería e instalación de gas
476130,"Venta al por menor de papel, cartón, materiales de embalaje y artículos de librería "
492221,Servicio de transporte automotor de cereales
522092,Servicios de gestión de depósitos fiscales
524230,"Servicios para la navegación (Incluye servicios de practicaje y pilotaje, atraque y salvamento)"
561030,Servicio de expendio de helados
581100,"Edición de libros, folletos, y otras publicaciones"
651310,Obras Sociales
682099,"Servicios inmobiliarios realizados a cambio de una retribución o por contrata n.c.p. (Incluye compra, venta, alquiler, remate, tasación, administración de bienes, etc., realizados a cambio de una retribución o por contrata, y la actividad de administradores, martilleros, rematadores, comisionistas, etc.)"
692000,"Servicios de contabilidad, auditoría y asesoría fiscal"
711009,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.
822000,Servicios de call center
870210,Servicios de atención a ancianos con alojamiento
960990,"Servicios personales n.c.p. (Incluye actividades de astrología y espiritismo, las realizadas con fines sociales como agencias matrimoniales, de investigaciones genealógicas, de contratación de acompañantes, la actividad de lustrabotas, acomodadores de autos, etc.)"
11119,"Cultivo de cereales n.c.p., excepto los de uso forrajero (Incluye alforfón, cebada cervecera, etc.)"
14610,Producción de leche bovina (Incluye la cría para la producción de leche de vaca y la producción de leche bubalina)
181200,Servicios relacionados con la impresión
251200,"Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos)"
331400,Reparación y mantenimiento de maquinaria y aparatos eléctricos
432190,"Instalación, ejecución y mantenimiento de instalaciones eléctricas, electromecánicas y electrónicas n.c.p. (Incluye la instalación de antenas, pararrayos, sistemas de alarmas contra incendios y robos, sistemas de telecomunicación, etc.)"
464111,Venta al por mayor de tejidos (telas)
476120,Venta al por menor de diarios y revistas
131202,"Fabricación de tejidos (telas) planos de algodón y sus mezclas, incluye hilanderías y tejedurías integradas"
170102,Fabricación de papel y cartón excepto envases
201409,Fabricación de materias plásticas en formas primarias n.c.p.
351201,Transporte de energía eléctrica
952990,"Reparación de efectos personales y enseres domésticos n.c.p. (Incluye la actividad de arreglos de prendas realizadas por modistas), (No incluye la actividad de sastres y modistas que confeccionan prendas: grupo 141)      "
11329,"Cultivo de bulbos, brotes, raíces y hortalizas de fruto n.c.p. (Incluye ají, ajo, alcaparra, berenjena, cebolla, calabaza, espárrago, frutilla, melón, pepino, pimiento, sandía, zanahoria, zapallo, zapallito, etc.)"
551090,"Servicios de hospedaje temporal n.c.p. (Incluye hospedaje en estancias, residencias para estudiantes y albergues juveniles, apartamentos turísticos, etc.)"
81200,"Extracción de piedra caliza y yeso (Incluye caliza, castina, conchilla, riolita, yeso natural, anhidrita, etc.)"
101020,Producción y procesamiento de carne de aves
107110,Elaboración de galletitas y bizcochos
452101,Lavado automático y manual de vehículos automotores
639100,Agencias de noticias
749001,Servicios de traducción e interpretación
771290,"Alquiler de equipo de transporte n.c.p. sin conductor ni operarios (Incluye: equipo ferroviario, motocicletas)"
791901,Servicios de turismo aventura
791909,Servicios complementarios de apoyo turístico n.c.p.
952910,"Reforma y reparación de cerraduras, duplicación de llaves. Cerrajerías"
231020,Fabricación y elaboración de vidrio plano
602320,Producción de programas de televisión
201190,"Fabricación de materias químicas orgánicas básicas n.c.p. (Incluye la fabricación de alcoholes excepto el etílico,  sustancias químicas para la elaboración de sustancias plásticas, carbón vegetal, etc.)"
12320,"Cultivo de frutas de carozo (Incluye cereza, ciruela, damasco, durazno, pelón, etc.)"
281600,"Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)"
109000,Servicios industriales para la elaboración de alimentos y bebidas
262000,Fabricación de equipos y productos informáticos
551021,Servicios de alojamiento en pensiones
870100,"Servicios de atención a personas con problemas de salud mental o de adicciones, con alojamiento"
466370,"Venta al por mayor de papeles para pared, revestimiento para pisos de goma, plástico y textiles,  y artículos similares para la decoración"
613000,"Servicios de telecomunicaciones vía satélite, excepto servicios de transmisión de televisión"
210030,Fabricación de sustancias químicas para la elaboración de medicamentos
239209,Fabricación de productos de arcilla y cerámica no refractaria para uso estructural n.c.p.
329020,"Fabricación de escobas, cepillos y pinceles "
465500,"Venta  al  por  mayor  de  vehículos,  equipos  y  máquinas  para  el transporte ferroviario, aéreo y de navegación"
477840,"Venta al por menor de oro, monedas, sellos y similares (Incluye la  venta de monedas de colección, estampillas, etc.) "
772091,Alquiler de prendas de vestir
841300,"Servicios para la regulación de la actividad económica (Incluye la administración pública y la regulación de varios sectores económicos, la gestión administrativa de actividades de carácter laboral, la aplicación de políticas de desarrollo regional)"
202907,"Fabricación de colas, adhesivos, aprestos y cementos excepto los odontológicos obtenidos de sustancias minerales y vegetales"
275092,"Fabricación de planchas, calefactores, hornos eléctricos, tostadoras y otros aparatos generadores de calor"
170101,Fabricación de pasta de madera
461014,"Acopio y acondicionamiento en comisión o consignación de cereales (incluye arroz), oleaginosas y forrajeras excepto semillas"
464310,"Venta al por mayor de productos farmacéuticos (Incluye venta de medicamentos y kits de diagnóstico como test de embarazo, hemoglucotest, vacunas, etc.)"
464620,Venta al por mayor de artículos de iluminación
464950,"Venta al por mayor de artículos de esparcimiento y deportes (Incluye embarcaciones deportivas, armas y municiones, equipos de pesca, piletas de natación de lona o plástico, etc.)"
466320,"Venta al por mayor de productos de madera excepto muebles (Incluye placas, varillas, parqué, machimbre, etc.)"
475260,"Venta al por menor de cristales, espejos, mamparas y cerramientos"
475410,"Venta al por menor de muebles para el hogar, artículos de mimbre y corcho"
492120,"Servicios de transporte automotor de pasajeros mediante taxis y remises, alquiler de autos con chofer (Incluye los radiotaxis)"
523011,Servicios de gestión aduanera realizados por despachantes de aduana
524210,"Servicios de explotación de infraestructura para el transporte marítimo, derechos de puerto"
524220,Servicios de guarderías náuticas
551023,"Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público"
651110,Servicios de seguros de salud (Incluye medicina prepaga y mutuales de salud)
712000,"Ensayos y análisis técnicos (Incluye inspección técnica de vehículos, laboratorios de control de calidad, servicios de peritos calígrafos, servicios de bromatología)"
741000,"Servicios de diseño especializado (Incluye diseño de indumentaria, diseño gráfico, actividades de decoradores, etc.)"
829900,Servicios empresariales n.c.p.
941200,Servicios de organizaciones profesionales
11121,Cultivo de maíz
107410,Elaboración de pastas alimentarias frescas
243100,Fundición de hierro y acero
259301,Fabricación de herramientas manuales y sus accesorios
272000,"Fabricación de acumuladores, pilas y baterías primarias"
466932,"Venta al por mayor de abonos, fertilizantes y plaguicidas"
293011,Rectificación de motores
309200,Fabricación de bicicletas y de sillones de ruedas ortopédicos
475270,"Venta al por menor de papeles para pared, revestimientos para pisos y artículos similares para la decoración"
562099,Servicios de comidas n.c.p.
162201,Fabricación de aberturas y estructuras de madera para la construcción
259991,Fabricación de tejidos de alambre
331101,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo"
464410,"Venta al por mayor de artículos de óptica y de fotografía (Incluye venta de lentes de contacto, líquidos oftalmológicos, armazones, cristales ópticos, películas fotográficas, cámaras y accesorios para fotografía, etc.)"
464632,Venta al por mayor de artículos de bazar y menaje excepto de vidrio
524130,Servicios de estaciones terminales de ómnibus y ferroviárias
801020,Servicios de sistemas de seguridad
900011,Producción de espectáculos teatrales y musicales
11321,Cultivo de tomate
17020,Servicios de apoyo para la caza
16140,"Servicios de post cosecha (Incluye servicios de lavado de papas,  acondicionamiento, limpieza, etc, de granos antes de ir a los mercados primarios), (Excluye los servicios de procesamiento de semillas para su siembra)"
14520,Cría de ganado porcino realizado en cabañas
152021,"Fabricación de calzado de materiales n.c.p., excepto calzado deportivo y ortopédico "
461013,Venta al por mayor en comisión o consignación de frutas (Incluye acopiadores y receptoras)
476200,Venta al por menor de CD's y DVD's de audio y video grabados (Incluye CD's y DVD's vírgenes)
939010,Servicios de parques de diversiones y parques temáticos
910200,Servicios de museos y preservación de lugares y edificios históricos
14211,"Cría de ganado equino, excepto la realizada en haras (Incluye equinos de trabajo, asnos, mulas, burdéganos)"
16220,"Servicios de contratistas de mano de obra pecuaria (Incluye arreo, castración de aves, pasturaje,  etc.)"
62000,Extracción de gas natural (Incluye gas natural licuado y gaseoso)
221901,Fabricación de  autopartes de caucho excepto cámaras y cubiertas
321011,Fabricación de joyas finas y artículos conexos
491120,Servicio de transporte ferroviario interurbano de pasajeros
749002,Servicios de representación e intermediación de artistas y modelos
910900,"Servicios culturales n.c.p. (Incluye actividades sociales, culturales, recreativas y de interés local desarrollado por centros vecinales, barriales, sociedades de fomento, clubes no deportivos, etc.)"
16292,Albergue y cuidado de  animales de terceros
268000,"Fabricación de soportes ópticos y magnéticos (Incluye CD, disquetes, cintas magnéticas, tarjetas magnetizadas, etc.)"
464631,Venta al por mayor de artículos de vidrio
204000,Servicios industriales para la fabricación de sustancias y productos químicos
14440,Cría de ganado caprino realizada en cabañas
110211,Elaboración de mosto
